state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
5,46,457,522,0,12,36,2,88,15,13,68,69,71,21,14,63,24,70,52,57,20,16,18,34,28,28,21,14,24,23,23,13,44,12,12,68,33,54,35,65,21,56,34,68,39,37,35,70,70,78,58,50,54,1,11,3,92,84,79,76,29,23,20,17,83,6,15,12,34,42,27,45,9,52,1,9,75,40,6,28,35,14,18,19,18,16,32,30,32,27,71,47,27,2,2,13,30,20,26,27,4,16,28,16,4,12,22,16,61,66,10,0,0,7,3,7,68,12,18,7,9,2,46,0,0,7,0.16
25,77,727,1799,0,3,62,45,59,7,5,34,40,23,24,3,31,46,68,27,35,32,20,29,41,30,31,32,31,46,22,25,2,18,27,41,25,31,56,28,48,40,42,36,37,42,40,58,72,64,81,55,54,61,2,34,0,19,27,35,29,3,4,5,4,87,7,33,35,63,63,47,82,10,33,1,4,63,79,37,81,38,13,22,23,22,22,37,39,46,44,62,60,66,7,0,7,49,57,56,64,4,16,28,16,4,12,22,16,61,66,10,0,0,7,3,7,68,17,4,34,9,2,46,0,0,7,0.2
26,77,727,51,0,0,42,3,67,1,70,38,31,22,50,0,0,17,25,49,31,63,45,25,20,18,21,15,14,6,18,18,2,57,65,62,16,44,28,13,35,54,34,38,19,39,39,47,64,55,44,66,11,22,1,27,0,35,30,38,36,9,7,8,7,43,35,34,32,48,41,57,62,28,44,1,3,36,64,28,92,23,66,28,5,5,6,5,10,11,9,26,18,14,0,0,11,50,66,76,73,4,16,28,16,4,12,22,16,61,66,10,0,0,7,3,7,68,2,11,2,9,2,46,0,0,7,0.12
5,77,727,845,0,4,27,2,93,8,9,30,33,24,38,5,63,36,59,19,56,36,16,42,43,45,44,48,19,26,31,35,2,18,8,15,56,25,60,31,44,20,58,57,32,63,62,31,62,64,68,60,66,70,1,9,1,30,37,37,42,6,7,6,7,88,6,15,13,31,40,18,58,8,49,1,4,69,50,3,23,31,12,7,23,21,22,29,30,35,28,49,51,15,0,0,9,31,42,44,52,4,16,28,16,4,12,22,16,61,66,10,0,0,7,3,7,68,3,23,14,9,2,46,0,0,7,0.11
24,38,24,281,0,1,30,1,96,3,1,35,34,26,55,0,0,22,42,5,42,58,38,54,23,22,21,34,13,13,0,48,2,34,41,57,15,46,42,72,34,76,29,56,27,46,52,33,57,56,42,69,58,64,1,23,0,21,19,15,17,5,4,3,3,87,5,15,14,34,38,32,50,8,60,0,3,51,47,17,43,12,64,43,18,17,15,25,30,32,28,55,73,48,0,0,10,58,46,70,56,4,16,28,16,4,12,22,16,61,66,10,0,0,7,3,7,68,12,3,2,9,2,46,0,0,7,0.12
12,38,24,776,0,6,26,17,82,4,3,36,38,27,43,7,63,23,44,19,39,50,38,64,26,26,25,30,16,33,34,22,7,43,32,45,17,53,39,78,28,60,26,71,27,72,74,32,44,43,38,43,47,47,3,23,0,13,13,14,21,1,1,1,2,92,4,16,14,30,30,30,55,8,56,0,9,59,53,40,53,15,46,17,6,5,5,17,18,17,19,44,7,24,4,0,4,76,57,79,79,1,19,31,21,2,19,28,19,65,60,13,3,0,11,3,4,16,4,26,1,3,1,56,1,66,11,0.2
4,38,24,1350,0,34,57,14,54,32,48,48,50,40,26,35,63,37,63,22,35,30,42,40,38,31,36,31,21,28,24,26,24,31,30,38,28,43,49,37,42,42,38,49,49,57,55,61,59,53,67,58,36,36,14,32,23,39,48,53,58,42,46,46,47,54,38,58,53,61,62,57,46,50,51,1,25,69,44,19,19,30,22,19,32,33,32,48,46,53,46,64,61,10,10,3,46,46,34,45,67,20,37,18,29,3,4,1,37,62,34,20,36,23,41,7,8,38,22,24,9,38,23,7,1,7,40,0.68
25,77,476,1224,0,4,47,29,69,11,9,29,32,22,52,5,63,39,55,7,49,56,24,52,39,33,33,33,27,33,28,30,2,13,27,43,18,22,50,40,30,43,33,36,37,35,36,51,65,59,74,61,33,44,2,27,1,9,13,20,28,3,3,5,6,81,7,34,33,52,55,24,83,9,26,1,1,85,77,45,58,15,15,11,21,19,18,35,36,40,34,48,49,43,0,0,12,50,77,74,73,20,37,18,29,3,4,1,37,62,34,20,36,23,41,7,8,38,3,28,29,38,23,7,1,0,40,0.23
25,56,317,944,0,2,57,1,96,7,2,45,30,28,26,3,40,78,72,30,70,33,5,38,73,67,65,56,30,31,22,38,0,5,11,14,65,23,57,29,52,14,74,18,30,19,18,55,90,88,84,73,19,35,0,5,0,7,13,14,12,2,3,3,2,89,3,22,24,63,68,22,86,2,18,1,1,79,78,11,52,35,3,0,50,52,54,67,64,98,75,47,56,29,0,0,10,43,70,67,67,20,37,18,29,3,4,1,37,62,34,20,36,23,41,7,8,38,11,4,11,38,23,7,1,0,40,0.05
30,56,317,539,0,0,42,2,97,1,0,41,44,33,34,2,63,22,46,30,25,48,49,47,23,18,17,41,5,18,0,28,2,43,63,70,6,52,36,78,14,77,13,53,23,59,58,40,59,56,44,58,29,39,0,12,0,29,22,18,26,1,1,1,1,94,2,18,19,47,46,48,50,10,47,1,1,82,50,39,41,21,41,7,10,9,8,14,17,17,20,41,20,19,0,0,2,70,59,66,82,20,37,18,29,3,4,1,37,62,34,20,36,23,41,7,8,38,2,11,1,38,23,7,1,0,40,0.1
38,56,317,992,0,1,43,10,78,6,23,39,36,28,53,0,0,12,32,32,27,65,53,43,12,13,13,16,13,53,19,18,3,61,53,66,14,64,22,63,35,64,26,75,19,58,67,41,57,47,51,55,24,34,1,22,0,25,33,36,50,7,9,9,11,78,9,31,28,42,33,57,53,26,51,1,4,37,57,43,71,23,93,37,2,3,5,10,12,14,16,45,43,39,0,0,12,73,49,65,79,20,37,18,29,3,4,1,37,62,34,20,36,23,41,7,8,38,6,6,4,38,23,7,1,0,40,0.28
4,56,317,319,0,16,39,5,74,53,21,33,39,28,29,18,63,49,67,21,49,27,31,39,48,43,44,39,25,33,33,40,7,16,12,18,40,24,67,20,29,26,45,55,40,65,62,40,62,61,69,52,49,59,3,13,11,46,54,62,62,45,47,49,45,66,20,26,24,44,42,47,50,24,46,1,9,78,51,5,11,28,8,5,51,51,52,65,59,68,59,61,64,12,3,1,42,47,41,53,60,2,10,30,10,4,14,38,10,51,64,2,7,22,9,3,9,34,8,32,56,7,3,51,2,42,13,0.22
42,56,317,255,0,0,29,1,93,6,6,36,34,26,58,0,0,16,25,22,38,66,53,44,19,19,18,16,9,35,32,17,2,43,32,46,13,43,31,36,27,54,23,76,26,71,76,33,46,45,49,45,31,33,0,14,0,4,32,36,34,1,6,6,6,89,6,23,19,31,31,35,45,16,60,0,2,68,45,21,46,13,40,16,8,7,7,17,18,18,17,47,22,23,1,0,9,57,41,55,62,2,10,30,10,4,14,38,10,51,64,2,7,22,9,3,9,34,1,17,5,7,3,51,2,0,13,0.22
0,56,317,714,0,24,32,48,56,13,2,40,45,36,31,25,62,33,64,33,48,30,21,52,37,38,45,22,19,35,50,46,16,30,22,30,52,32,55,43,43,23,64,50,40,53,52,35,58,54,65,51,50,53,9,28,4,41,45,53,51,11,11,12,10,89,4,17,16,35,40,30,53,12,44,1,25,64,49,10,23,29,28,14,15,16,18,24,24,26,25,27,14,14,17,9,11,52,50,59,47,5,15,27,17,5,11,20,15,29,63,14,1,0,10,5,7,22,43,8,0,25,4,66,1,36,12,0.55
25,49,301,909,0,0,35,0,96,5,3,22,32,22,56,2,63,42,50,0,54,65,25,80,44,38,36,8,33,35,25,45,0,10,44,48,11,21,55,62,26,59,20,41,42,28,34,37,66,63,82,53,55,73,0,9,0,30,37,33,32,14,15,12,11,76,12,17,17,41,45,27,69,8,44,1,0,83,64,0,42,15,12,30,39,35,31,52,51,55,56,47,58,56,0,0,19,66,84,83,83,5,15,27,17,5,11,20,15,29,63,14,1,0,10,5,7,22,0,36,7,25,4,66,1,0,12,0.05
25,47,184,661,0,1,31,1,95,6,6,20,31,22,58,3,63,51,52,24,68,61,6,47,51,49,47,90,69,32,66,85,0,8,36,39,33,19,53,43,32,33,51,25,34,24,25,35,81,79,89,62,33,28,0,3,1,18,28,28,26,13,19,17,15,69,15,16,15,37,43,25,63,6,51,1,1,82,57,10,51,8,3,17,53,49,48,68,65,71,66,47,69,54,0,0,32,72,81,71,79,5,15,27,17,5,11,20,15,29,63,14,1,0,10,5,7,22,1,42,21,25,4,66,1,0,12,0.03
41,92,654,1545,0,2,36,25,78,2,1,34,34,29,56,0,0,22,44,27,43,59,35,57,26,27,28,22,9,13,17,19,2,30,47,49,25,17,35,36,57,51,34,68,33,49,59,24,55,45,46,52,52,67,1,24,0,57,61,50,60,6,6,4,5,93,3,10,10,26,26,27,53,5,46,1,3,70,51,11,60,19,49,24,11,11,12,17,19,19,20,32,17,23,2,0,4,72,49,46,59,5,15,27,17,5,11,20,15,29,63,14,1,0,10,5,7,22,6,10,1,25,4,66,1,0,12,0.07
32,92,654,779,0,0,33,1,91,12,4,57,47,47,47,0,0,15,46,61,44,45,37,30,22,18,18,18,9,13,29,26,2,50,22,32,28,46,36,26,63,52,41,53,40,46,50,35,57,61,54,62,64,56,1,20,0,82,89,92,80,13,12,12,9,90,3,24,19,32,37,29,44,12,59,0,1,71,41,14,35,19,41,36,6,5,6,13,14,13,13,43,21,30,0,0,6,51,38,47,51,5,15,27,17,5,11,20,15,29,63,14,1,0,10,5,7,22,1,24,0,25,4,66,1,0,12,0.07
2,92,654,244,0,1,54,10,62,5,63,44,40,29,34,0,0,23,53,59,27,42,49,28,21,21,24,17,8,50,21,22,3,46,51,48,19,50,46,43,38,55,31,57,30,59,59,60,52,44,38,64,47,49,2,34,1,19,29,33,38,6,8,9,9,53,19,50,47,59,57,59,53,42,55,0,5,40,53,18,28,36,65,10,11,11,11,23,24,24,25,49,40,37,3,9,14,40,37,55,41,5,15,27,17,5,11,20,15,29,63,14,1,0,10,5,7,22,6,7,4,25,4,66,1,0,12,0.57
4,92,654,81,0,2,45,19,51,45,43,31,26,20,71,0,0,17,5,12,34,81,91,76,19,21,26,23,11,10,23,20,3,44,45,65,12,73,6,25,31,50,20,55,26,54,55,46,45,43,45,63,11,17,2,31,2,46,49,49,58,45,42,38,42,55,46,56,51,50,31,79,47,55,71,0,4,50,57,23,33,29,41,21,18,19,22,31,32,35,33,68,60,24,2,0,41,40,35,44,70,5,15,27,17,5,11,20,15,29,63,14,1,0,10,5,7,22,5,9,2,25,4,66,1,0,12,0.37
4,92,654,903,0,4,20,1,89,27,9,11,32,17,26,5,63,91,68,31,73,19,9,27,94,97,100,60,34,86,70,91,1,9,2,4,90,7,76,46,41,7,96,54,58,50,52,21,80,78,87,71,49,52,0,6,2,32,31,35,35,18,15,16,15,82,5,7,6,25,32,17,59,6,53,1,4,75,53,10,23,17,2,10,98,99,97,99,98,98,99,24,65,8,0,0,24,42,55,72,64,5,15,27,17,5,11,20,15,29,63,14,1,0,10,5,7,22,1,67,5,25,4,66,1,0,12,0.14
28,92,654,567,0,7,37,48,59,4,1,39,38,30,47,9,63,23,48,23,28,53,44,39,25,26,30,20,23,30,23,30,7,37,59,66,22,30,48,84,20,77,29,60,33,58,61,37,42,34,36,41,54,57,6,48,0,26,33,55,57,2,2,3,3,94,3,22,21,41,38,44,47,16,55,0,6,72,47,23,38,25,36,13,9,10,13,12,17,21,22,31,31,27,5,3,3,75,58,79,74,5,15,27,17,5,11,20,15,29,63,14,1,0,10,5,7,22,9,15,5,25,4,66,1,0,12,0.61
25,46,289,896,0,1,38,7,84,24,5,36,48,37,24,3,56,73,81,25,72,19,9,25,73,78,80,45,11,42,34,47,0,8,15,15,69,20,71,39,37,13,69,26,47,28,27,33,81,78,84,46,7,23,0,11,1,27,42,45,44,21,29,28,26,76,10,16,16,37,36,29,80,5,47,1,2,68,77,14,12,41,4,6,65,75,83,91,93,98,92,35,80,32,0,0,33,42,39,56,51,5,15,27,17,5,11,20,15,29,63,14,1,0,10,5,7,22,7,6,31,25,4,66,1,0,12,0.03
25,42,480,1234,0,5,54,23,37,9,90,41,45,35,45,7,63,27,48,16,29,53,50,39,27,21,24,27,16,31,27,28,6,40,96,89,9,74,45,76,25,97,15,47,56,51,51,65,42,36,31,35,56,57,6,67,7,39,50,57,60,69,76,80,77,0,93,62,56,60,57,64,23,52,67,0,4,72,25,39,55,8,59,89,30,30,29,41,43,47,45,56,65,67,1,0,75,42,56,74,61,1,27,31,27,1,7,5,27,15,57,4,23,0,18,4,11,31,1,71,28,0,2,36,0,79,23,0.5
27,58,442,1163,0,0,34,1,95,3,1,35,37,27,52,0,0,21,34,22,42,59,34,51,22,22,21,32,11,78,11,42,1,25,24,40,22,22,41,53,47,60,30,50,35,46,49,42,59,58,49,66,48,55,1,21,0,14,10,9,6,2,1,1,1,91,5,20,18,37,47,23,55,6,49,1,1,75,48,15,56,0,45,69,10,10,11,22,23,22,22,49,43,48,0,0,5,90,63,74,87,1,27,31,27,1,7,5,27,15,57,4,23,0,18,4,11,31,6,4,6,0,2,36,0,0,23,0.05
22,58,442,269,0,4,52,5,89,22,2,42,28,23,25,6,63,90,72,47,85,26,3,31,89,79,78,64,26,47,55,93,1,4,10,9,85,6,58,46,43,4,84,14,26,15,14,50,95,92,89,88,19,24,0,4,1,44,42,41,42,18,15,14,13,85,4,18,20,56,63,15,84,2,25,2,5,67,75,2,24,39,1,3,45,44,45,61,57,67,60,35,29,5,0,0,17,47,51,50,34,1,27,31,27,1,7,5,27,15,57,4,23,0,18,4,11,31,9,11,2,0,2,36,0,0,23,0.04
4,58,442,1235,0,5,41,2,86,20,17,31,30,22,36,0,0,47,59,30,53,38,22,48,47,41,41,36,36,34,24,35,2,10,15,22,37,19,64,26,36,33,45,52,33,56,55,42,69,69,80,51,55,59,1,9,3,31,30,34,34,19,16,17,16,78,14,24,22,46,45,44,60,14,40,1,2,83,59,6,26,32,6,13,55,53,52,59,62,74,63,56,67,14,4,6,26,59,45,52,77,1,27,31,27,1,7,5,27,15,57,4,23,0,18,4,11,31,3,29,24,0,2,36,0,0,23,0.21
13,58,442,249,0,4,53,2,94,9,1,89,73,86,32,5,63,26,59,60,62,41,19,47,34,24,23,23,9,21,13,16,4,44,14,18,49,28,47,31,69,28,43,18,65,18,18,32,69,72,75,65,49,55,1,17,1,59,60,73,64,11,9,10,9,91,4,11,13,37,42,29,59,6,48,1,2,82,54,14,47,21,8,9,10,9,9,17,18,17,16,58,3,16,0,0,7,79,40,39,75,1,27,31,27,1,7,5,27,15,57,4,23,0,18,4,11,31,8,10,2,0,2,36,0,0,23,0.05
6,102,217,627,0,2,44,1,96,5,3,33,22,18,30,0,5,72,74,19,76,30,6,30,69,67,65,69,44,40,93,75,0,6,7,12,69,17,70,40,59,19,71,30,27,31,31,42,86,85,87,79,58,57,0,4,1,42,32,34,30,13,8,8,7,90,3,15,17,50,51,25,87,3,29,1,3,62,82,9,93,31,2,0,59,61,62,61,62,77,68,45,52,30,0,0,12,62,73,80,71,1,27,31,27,1,7,5,27,15,57,4,23,0,18,4,11,31,14,3,6,0,2,36,0,0,23,0.02
6,102,330,957,0,8,34,8,83,4,25,29,38,25,47,9,63,40,54,12,51,50,30,51,40,36,37,30,25,18,24,26,4,18,37,47,22,29,56,57,36,48,31,47,41,49,49,37,56,53,59,51,60,62,3,27,2,21,27,28,33,9,10,9,10,63,22,18,16,38,40,35,53,11,58,0,8,67,50,13,37,18,24,34,40,36,33,32,39,44,41,47,60,36,2,1,18,66,61,78,73,1,18,31,18,2,14,22,18,73,58,11,14,0,17,2,3,31,7,21,4,2,1,42,2,29,11,0.14
19,0,731,1817,0,2,16,2,95,2,2,17,16,14,97,3,62,25,9,15,54,90,33,92,28,34,33,11,17,16,21,22,2,24,8,22,33,50,19,12,31,27,34,34,24,41,39,13,44,51,49,38,42,53,1,15,1,33,31,30,29,12,10,9,8,85,4,10,9,20,14,30,65,5,58,0,34,0,67,2,72,31,6,5,40,37,36,50,57,59,64,86,64,40,1,0,15,68,57,66,67,1,18,31,18,2,14,22,18,73,58,11,14,0,17,2,3,31,7,7,5,2,1,42,2,0,11,0.18
31,0,731,384,0,2,36,21,70,11,5,42,38,29,38,4,63,22,52,16,37,42,27,74,21,20,22,15,14,18,26,26,3,39,18,39,12,50,45,30,21,51,23,59,23,64,64,37,53,49,53,52,51,62,2,31,0,12,13,17,22,2,2,3,3,89,6,19,19,42,34,55,57,18,46,1,8,29,60,96,71,25,29,47,6,5,4,18,19,20,22,51,17,15,0,0,8,63,64,81,76,1,18,31,18,2,14,22,18,73,58,11,14,0,17,2,3,31,2,26,2,2,1,42,2,0,11,0.12
38,0,731,1281,0,8,38,82,20,29,15,37,33,24,57,9,62,10,23,18,26,65,56,47,13,15,25,18,11,10,17,19,15,75,57,61,12,87,17,39,37,54,20,65,34,61,64,49,36,34,35,38,46,39,5,32,3,30,31,40,49,14,13,15,18,71,22,45,40,43,40,45,56,30,63,0,18,36,56,61,76,17,56,45,1,1,2,5,12,12,15,48,24,32,1,0,20,63,70,85,82,1,15,31,18,2,11,20,15,9,45,35,7,0,31,2,8,30,22,6,6,4,1,63,1,42,12,0.68
5,0,731,1302,0,14,35,4,72,4,71,38,33,27,52,16,63,14,27,16,31,56,61,69,15,17,18,18,12,22,20,21,19,57,42,46,19,61,21,28,54,45,32,67,34,60,65,38,42,40,34,43,35,37,7,30,1,32,32,34,32,5,4,4,4,66,11,24,22,37,36,38,57,17,56,0,13,68,56,63,65,18,38,17,7,7,7,11,15,15,13,55,41,24,5,13,6,68,61,78,76,2,13,30,14,5,17,37,13,74,41,0,44,0,35,2,1,10,10,23,6,4,2,50,2,16,10,0.7
5,0,731,69,0,33,30,22,71,23,12,33,42,26,19,34,63,35,75,29,45,17,17,35,35,35,36,29,18,24,35,37,15,19,8,14,40,25,75,19,31,26,42,67,35,72,72,38,56,57,62,53,65,71,10,25,8,34,37,44,48,13,13,14,14,83,9,17,15,35,40,30,52,13,57,0,53,47,48,21,41,38,17,10,18,16,14,32,32,37,32,36,53,15,3,0,16,27,33,29,36,7,13,24,15,24,42,74,13,50,62,6,9,8,11,8,11,33,37,14,23,18,9,64,1,46,15,0.75
27,10,746,1819,0,29,37,27,62,18,31,29,35,26,55,30,63,40,45,12,46,56,44,48,42,42,47,29,14,42,25,29,19,28,38,45,32,39,42,26,52,30,44,31,49,37,35,45,47,42,49,43,20,23,19,50,25,29,36,43,43,41,44,49,46,44,37,35,31,41,46,41,29,31,72,0,18,76,27,24,53,13,33,41,60,61,59,39,43,52,40,40,55,48,15,2,60,66,80,76,79,10,27,22,28,5,10,9,27,40,61,13,6,3,13,11,9,49,5,85,97,21,13,41,1,46,34,0.3
39,10,746,1154,0,9,38,5,79,11,22,43,44,36,47,10,63,19,41,22,39,51,47,56,21,19,20,19,12,21,21,20,9,44,26,43,23,53,39,41,28,50,33,72,34,60,67,47,51,52,53,57,55,55,3,21,2,36,43,46,53,10,10,10,11,79,11,46,39,41,43,38,50,21,60,0,16,47,48,96,57,14,35,24,9,8,8,13,17,18,16,35,38,21,12,14,11,64,53,66,61,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,7,20,16,10,1,52,2,0,10,0.24
38,10,746,1667,0,0,37,21,63,4,28,40,32,28,65,0,0,14,26,88,36,74,28,32,16,15,18,10,17,15,21,18,2,52,69,69,16,32,30,27,82,51,26,54,31,39,46,38,65,53,62,58,74,77,0,16,0,0,25,52,50,0,3,6,5,76,11,28,24,34,30,41,58,21,60,0,4,29,59,42,74,18,67,86,2,3,5,7,10,11,15,37,31,42,0,0,5,80,63,68,86,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,2,12,2,10,1,52,2,0,10,1.0
30,107,545,1273,0,1,47,0,98,1,1,34,21,19,52,2,44,39,45,5,61,58,20,74,38,35,33,0,12,0,3,35,0,9,10,19,41,22,41,34,52,28,53,11,19,4,6,44,96,91,93,72,38,40,0,4,0,18,13,11,16,3,2,1,2,86,3,17,20,55,53,24,94,3,13,1,0,88,91,8,66,19,6,9,15,14,16,24,23,22,24,23,40,23,0,0,6,80,85,91,85,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,6,5,0,10,1,52,2,0,10,0.0
36,44,575,1666,0,0,60,1,89,9,2,92,88,93,20,0,0,7,70,89,52,28,18,15,18,11,11,23,6,11,13,8,2,82,23,21,70,42,40,3,95,20,57,13,95,18,15,32,54,59,71,42,55,59,0,27,0,98,99,92,84,16,11,9,7,92,4,19,14,27,42,20,38,11,59,0,1,76,31,5,45,26,24,0,9,8,8,12,14,14,11,85,40,18,0,0,5,56,11,0,31,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,1,27,0,10,1,52,2,0,10,0.03
22,44,575,242,0,0,31,4,91,10,1,30,28,21,69,0,0,13,28,42,42,71,27,38,15,19,19,28,16,6,0,16,1,31,45,53,16,31,30,78,21,81,25,49,25,47,49,31,66,62,65,47,48,52,0,4,0,45,37,60,61,6,4,6,6,94,3,20,18,29,26,35,65,9,51,1,2,56,65,4,58,10,56,13,3,3,3,9,10,9,11,19,21,15,0,0,5,66,58,76,72,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,2,14,1,10,1,52,2,0,10,0.06
2,44,575,798,0,2,29,0,95,3,7,20,15,12,88,0,0,27,21,11,52,80,16,91,25,32,31,29,17,13,15,23,2,20,17,35,18,14,28,25,18,36,25,47,8,38,43,14,70,65,78,58,62,61,0,6,1,12,12,14,11,4,3,3,3,88,6,12,13,32,26,42,67,12,46,1,15,0,68,1,26,40,21,14,18,17,18,34,33,39,35,44,54,11,0,0,13,1,29,22,0,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,12,5,2,10,1,52,2,0,10,0.08
4,44,575,1453,0,2,2,2,89,26,9,9,13,11,97,4,63,34,0,27,75,95,16,92,54,71,68,54,26,68,45,61,1,11,14,22,49,11,19,37,53,12,76,52,30,40,46,9,76,75,74,65,30,50,0,4,2,27,27,29,26,18,16,16,14,81,7,4,2,3,0,17,68,6,83,0,5,64,71,1,41,26,3,0,90,97,95,76,80,98,77,34,53,16,0,0,29,31,61,48,68,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,3,18,6,10,1,52,2,0,10,0.1
32,44,575,824,0,0,32,0,94,5,4,35,32,24,61,0,0,14,23,26,41,65,49,57,15,17,16,17,12,27,30,26,2,49,32,48,11,70,27,65,41,69,26,60,23,59,61,33,52,52,37,54,50,50,1,29,0,9,7,6,4,2,1,1,1,91,2,24,22,36,32,42,46,16,56,0,1,74,47,10,44,25,38,0,7,5,5,17,18,17,18,44,53,41,0,0,7,47,43,61,55,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,1,19,1,10,1,52,2,0,10,0.27
4,44,575,1825,0,4,29,1,87,6,20,28,22,16,79,5,63,25,9,17,48,81,43,71,30,31,30,36,23,40,27,29,2,19,27,45,16,29,23,18,38,39,33,49,15,45,48,33,67,64,55,70,38,35,1,13,2,16,16,24,31,8,7,10,12,79,11,25,23,34,25,53,68,20,68,0,5,66,72,6,34,28,15,16,27,29,31,38,39,43,39,69,61,28,3,0,21,45,45,58,76,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,8,10,1,10,1,52,2,0,10,0.15
9,44,575,763,0,2,25,20,77,9,31,18,37,24,37,0,0,26,59,28,39,30,24,33,25,36,37,24,40,32,26,44,2,27,32,34,31,11,70,2,19,19,33,82,54,69,76,31,66,62,71,62,64,77,1,16,2,30,29,33,36,20,17,17,17,61,23,16,12,26,19,37,21,25,74,0,9,29,25,14,22,18,51,69,31,36,39,48,52,65,50,72,79,25,0,25,27,26,30,23,3,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,1,38,9,10,1,52,2,0,10,0.63
21,44,575,297,0,2,53,33,70,5,1,54,49,42,24,3,63,40,76,33,46,27,17,37,41,33,37,17,0,37,33,28,2,24,15,21,60,15,67,19,64,19,57,27,39,39,35,48,66,64,63,59,55,72,1,32,0,93,93,77,69,12,10,8,6,92,2,18,19,53,57,40,65,14,34,1,2,72,60,7,30,37,16,21,16,14,14,29,27,26,29,41,24,20,0,0,5,71,45,58,64,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,7,8,1,10,1,52,2,0,10,0.05
34,46,114,434,0,0,40,1,95,8,1,35,24,22,36,1,29,64,59,8,71,41,22,48,70,72,70,28,82,68,0,45,0,11,9,15,70,20,55,39,48,14,69,31,31,26,28,45,81,83,71,84,9,24,0,11,0,13,20,19,23,4,5,5,6,86,4,15,15,45,55,10,79,3,33,1,1,76,68,21,46,26,5,28,51,61,69,33,43,51,40,56,53,29,0,0,13,52,62,53,50,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,5,6,10,10,1,52,2,0,10,0.03
32,46,114,577,0,0,44,1,92,14,4,43,32,25,40,2,63,33,56,7,56,44,11,48,34,31,30,0,27,30,27,37,0,9,13,23,28,17,55,32,38,39,39,46,28,55,53,42,65,65,79,72,57,74,0,3,0,33,37,34,28,8,8,7,5,90,4,23,23,49,47,47,67,10,41,1,0,88,65,11,35,30,12,35,15,14,13,33,31,30,30,36,31,36,0,0,10,50,55,67,70,1,12,31,13,2,13,30,12,54,68,2,2,16,5,0,0,48,0,35,20,10,1,52,2,0,10,0.12
